mode: set
x-ui/web/service/inbound.go:29.55,31.2 1 0
x-ui/web/service/sni_selector.go:51.31,55.3 3 1
x-ui/web/service/sni_selector.go:57.2,61.15 4 1
x-ui/web/service/sni_selector.go:65.33,67.42 1 1
x-ui/web/service/sni_selector.go:67.42,71.3 2 1
x-ui/web/service/sni_selector.go:75.58,76.26 1 0
x-ui/web/service/sni_selector.go:76.26,78.3 1 0
x-ui/web/service/sni_selector.go:80.2,88.70 7 0
x-ui/web/service/sni_selector.go:92.49,96.25 3 1
x-ui/web/service/sni_selector.go:96.25,98.3 1 0
x-ui/web/service/sni_selector.go:100.2,101.36 2 1
x-ui/web/service/sni_selector.go:101.36,103.3 1 1
x-ui/web/service/sni_selector.go:105.2,105.32 1 1
x-ui/web/service/sni_selector.go:109.45,116.2 5 1
x-ui/web/service/sni_selector.go:119.67,123.2 3 1
x-ui/web/service/tgbot.go:104.51,106.28 1 0
x-ui/web/service/tgbot.go:106.28,108.41 2 0
x-ui/web/service/tgbot.go:108.41,111.31 2 0
x-ui/web/service/tgbot.go:111.31,114.5 2 0
x-ui/web/service/tgbot.go:116.3,116.87 1 0
x-ui/web/service/tgbot.go:120.2,127.3 1 0
x-ui/web/service/tgbot.go:131.52,133.2 1 0
x-ui/web/service/tgbot.go:136.54,138.2 1 0
x-ui/web/service/tgbot.go:149.10,163.2 4 0
x-ui/web/service/tgbot.go:171.63,173.2 1 0
x-ui/web/service/tgbot.go:175.54,177.2 1 0
x-ui/web/service/tgbot.go:179.46,182.16 2 0
x-ui/web/service/tgbot.go:182.16,184.3 1 0
x-ui/web/service/tgbot.go:187.2,193.36 4 0
x-ui/web/service/tgbot.go:193.36,196.3 2 0
x-ui/web/service/tgbot.go:199.2,199.64 1 0
x-ui/web/service/tgbot.go:199.64,202.3 2 0
x-ui/web/service/tgbot.go:205.2,206.16 2 0
x-ui/web/service/tgbot.go:206.16,209.3 2 0
x-ui/web/service/tgbot.go:212.2,212.19 1 0
x-ui/web/service/tgbot.go:212.19,214.22 2 0
x-ui/web/service/tgbot.go:214.22,217.4 2 0
x-ui/web/service/tgbot.go:219.3,219.57 1 0
x-ui/web/service/tgbot.go:219.57,221.23 2 0
x-ui/web/service/tgbot.go:221.23,223.13 2 0
x-ui/web/service/tgbot.go:226.4,227.18 2 0
x-ui/web/service/tgbot.go:227.18,230.5 2 0
x-ui/web/service/tgbot.go:232.4,232.15 1 0
x-ui/web/service/tgbot.go:232.15,235.5 2 0
x-ui/web/service/tgbot.go:237.4,238.42 2 0
x-ui/web/service/tgbot.go:241.3,241.25 1 0
x-ui/web/service/tgbot.go:241.25,244.4 2 0
x-ui/web/service/tgbot.go:245.8,248.3 2 0
x-ui/web/service/tgbot.go:251.2,252.16 2 0
x-ui/web/service/tgbot.go:252.16,254.3 1 0
x-ui/web/service/tgbot.go:257.2,258.16 2 0
x-ui/web/service/tgbot.go:258.16,260.3 1 0
x-ui/web/service/tgbot.go:263.2,264.16 2 0
x-ui/web/service/tgbot.go:264.16,267.3 2 0
x-ui/web/service/tgbot.go:270.2,274.16 4 0
x-ui/web/service/tgbot.go:274.16,277.3 2 0
x-ui/web/service/tgbot.go:279.2,294.16 3 0
x-ui/web/service/tgbot.go:294.16,296.3 1 0
x-ui/web/service/tgbot.go:299.2,299.16 1 0
x-ui/web/service/tgbot.go:299.16,303.3 3 0
x-ui/web/service/tgbot.go:305.2,305.12 1 0
x-ui/web/service/tgbot.go:308.97,309.42 1 0
x-ui/web/service/tgbot.go:309.42,311.3 1 0
x-ui/web/service/tgbot.go:313.2,313.20 1 0
x-ui/web/service/tgbot.go:313.20,314.48 1 0
x-ui/web/service/tgbot.go:314.48,317.4 2 0
x-ui/web/service/tgbot.go:319.3,320.17 2 0
x-ui/web/service/tgbot.go:320.17,323.4 2 0
x-ui/web/service/tgbot.go:325.3,327.6 1 0
x-ui/web/service/tgbot.go:330.2,330.46 1 0
x-ui/web/service/tgbot.go:330.46,333.3 2 0
x-ui/web/service/tgbot.go:335.2,336.16 2 0
x-ui/web/service/tgbot.go:336.16,339.3 2 0
x-ui/web/service/tgbot.go:341.2,341.65 1 0
x-ui/web/service/tgbot.go:344.34,346.2 1 0
x-ui/web/service/tgbot.go:348.31,350.16 2 0
x-ui/web/service/tgbot.go:350.16,354.3 3 0
x-ui/web/service/tgbot.go:355.2,355.17 1 0
x-ui/web/service/tgbot.go:358.24,359.23 1 0
x-ui/web/service/tgbot.go:359.23,361.3 1 0
x-ui/web/service/tgbot.go:362.2,364.16 3 0
x-ui/web/service/tgbot.go:367.50,369.22 1 0
x-ui/web/service/tgbot.go:369.22,371.3 1 0
x-ui/web/service/tgbot.go:373.2,373.36 1 0
x-ui/web/service/tgbot.go:376.59,377.31 1 0
x-ui/web/service/tgbot.go:377.31,379.3 1 0
x-ui/web/service/tgbot.go:381.2,382.13 2 0
x-ui/web/service/tgbot.go:382.13,384.3 1 0
x-ui/web/service/tgbot.go:386.2,386.21 1 0
x-ui/web/service/tgbot.go:389.29,398.79 4 0
x-ui/web/service/tgbot.go:398.79,402.3 3 0
x-ui/web/service/tgbot.go:404.2,404.79 1 0
x-ui/web/service/tgbot.go:404.79,408.3 3 0
x-ui/web/service/tgbot.go:411.2,411.89 1 0
x-ui/web/service/tgbot.go:411.89,414.3 2 0
x-ui/web/service/tgbot.go:416.2,416.20 1 0
x-ui/web/service/tgbot.go:419.84,425.33 3 0
x-ui/web/service/tgbot.go:425.33,427.3 1 0
x-ui/web/service/tgbot.go:430.2,430.17 1 0
x-ui/web/service/tgbot.go:431.14,433.50 2 0
x-ui/web/service/tgbot.go:434.15,436.14 2 0
x-ui/web/service/tgbot.go:436.14,438.4 1 0
x-ui/web/service/tgbot.go:439.3,439.59 1 0
x-ui/web/service/tgbot.go:440.16,442.44 2 0
x-ui/web/service/tgbot.go:443.12,445.90 2 0
x-ui/web/service/tgbot.go:446.15,448.27 2 0
x-ui/web/service/tgbot.go:448.27,449.15 1 0
x-ui/web/service/tgbot.go:449.15,451.5 1 0
x-ui/web/service/tgbot.go:451.10,453.5 1 0
x-ui/web/service/tgbot.go:454.9,456.4 1 0
x-ui/web/service/tgbot.go:457.17,459.38 2 0
x-ui/web/service/tgbot.go:459.38,461.4 1 0
x-ui/web/service/tgbot.go:461.9,463.4 1 0
x-ui/web/service/tgbot.go:464.17,466.14 2 0
x-ui/web/service/tgbot.go:466.14,467.29 1 0
x-ui/web/service/tgbot.go:467.29,468.38 1 0
x-ui/web/service/tgbot.go:468.38,470.20 2 0
x-ui/web/service/tgbot.go:470.20,472.7 1 0
x-ui/web/service/tgbot.go:472.12,474.7 1 0
x-ui/web/service/tgbot.go:475.11,477.6 1 0
x-ui/web/service/tgbot.go:478.10,481.5 2 0
x-ui/web/service/tgbot.go:482.9,484.4 1 0
x-ui/web/service/tgbot.go:486.18,488.14 2 0
x-ui/web/service/tgbot.go:488.14,490.4 1 0
x-ui/web/service/tgbot.go:490.9,492.4 1 0
x-ui/web/service/tgbot.go:495.22,497.14 2 0
x-ui/web/service/tgbot.go:497.14,499.4 1 0
x-ui/web/service/tgbot.go:499.9,501.4 1 0
x-ui/web/service/tgbot.go:504.18,506.14 2 0
x-ui/web/service/tgbot.go:506.14,518.4 2 0
x-ui/web/service/tgbot.go:518.9,520.4 1 0
x-ui/web/service/tgbot.go:521.21,523.35 2 0
x-ui/web/service/tgbot.go:524.10,525.25 1 0
x-ui/web/service/tgbot.go:528.2,528.15 1 0
x-ui/web/service/tgbot.go:528.15,530.3 1 0
x-ui/web/service/tgbot.go:534.83,535.17 1 0
x-ui/web/service/tgbot.go:535.17,537.3 1 0
x-ui/web/service/tgbot.go:537.8,539.3 1 0
x-ui/web/service/tgbot.go:542.54,545.23 3 0
x-ui/web/service/tgbot.go:545.23,548.3 2 0
x-ui/web/service/tgbot.go:549.2,549.22 1 0
x-ui/web/service/tgbot.go:552.52,555.16 3 0
x-ui/web/service/tgbot.go:555.16,557.3 1 0
x-ui/web/service/tgbot.go:558.2,558.49 1 0
x-ui/web/service/tgbot.go:561.83,564.13 2 0
x-ui/web/service/tgbot.go:564.13,567.17 2 0
x-ui/web/service/tgbot.go:567.17,570.4 2 0
x-ui/web/service/tgbot.go:571.3,573.51 2 0
x-ui/web/service/tgbot.go:573.51,574.24 1 0
x-ui/web/service/tgbot.go:575.27,585.94 3 0
x-ui/web/service/tgbot.go:586.31,590.15 4 0
x-ui/web/service/tgbot.go:590.15,592.20 2 0
x-ui/web/service/tgbot.go:592.20,594.7 1 0
x-ui/web/service/tgbot.go:594.12,596.7 1 0
x-ui/web/service/tgbot.go:598.30,601.11 3 0
x-ui/web/service/tgbot.go:602.12,604.25 2 0
x-ui/web/service/tgbot.go:605.29,607.35 2 0
x-ui/web/service/tgbot.go:608.27,610.73 2 0
x-ui/web/service/tgbot.go:611.26,613.73 2 0
x-ui/web/service/tgbot.go:614.24,616.76 2 0
x-ui/web/service/tgbot.go:617.23,619.76 2 0
x-ui/web/service/tgbot.go:620.25,622.83 2 0
x-ui/web/service/tgbot.go:623.24,625.83 2 0
x-ui/web/service/tgbot.go:626.26,635.94 2 0
x-ui/web/service/tgbot.go:636.28,638.20 2 0
x-ui/web/service/tgbot.go:638.20,641.7 2 0
x-ui/web/service/tgbot.go:641.12,643.7 1 0
x-ui/web/service/tgbot.go:644.26,674.94 2 0
x-ui/web/service/tgbot.go:675.28,676.29 1 0
x-ui/web/service/tgbot.go:676.29,678.21 2 0
x-ui/web/service/tgbot.go:678.21,680.23 2 0
x-ui/web/service/tgbot.go:680.23,682.9 1 0
x-ui/web/service/tgbot.go:683.8,683.22 1 0
x-ui/web/service/tgbot.go:683.22,687.9 3 0
x-ui/web/service/tgbot.go:690.6,691.73 2 0
x-ui/web/service/tgbot.go:692.29,693.29 1 0
x-ui/web/service/tgbot.go:693.29,696.21 3 0
x-ui/web/service/tgbot.go:696.21,697.31 1 0
x-ui/web/service/tgbot.go:697.31,699.23 2 0
x-ui/web/service/tgbot.go:699.23,700.21 1 0
x-ui/web/service/tgbot.go:701.18,702.26 1 0
x-ui/web/service/tgbot.go:703.18,704.30 1 0
x-ui/web/service/tgbot.go:704.30,706.12 1 0
x-ui/web/service/tgbot.go:707.18,708.49 1 0
x-ui/web/service/tgbot.go:711.9,711.42 1 0
x-ui/web/service/tgbot.go:711.42,714.10 2 0
x-ui/web/service/tgbot.go:715.9,715.34 1 0
x-ui/web/service/tgbot.go:715.34,718.10 2 0
x-ui/web/service/tgbot.go:720.8,749.14 3 0
x-ui/web/service/tgbot.go:752.6,753.73 2 0
x-ui/web/service/tgbot.go:754.39,759.20 5 0
x-ui/web/service/tgbot.go:759.20,762.7 2 0
x-ui/web/service/tgbot.go:763.6,764.20 2 0
x-ui/web/service/tgbot.go:764.20,767.7 2 0
x-ui/web/service/tgbot.go:769.6,770.97 2 0
x-ui/web/service/tgbot.go:771.40,772.29 1 0
x-ui/web/service/tgbot.go:772.29,775.21 3 0
x-ui/web/service/tgbot.go:775.21,776.31 1 0
x-ui/web/service/tgbot.go:776.31,778.23 2 0
x-ui/web/service/tgbot.go:778.23,779.21 1 0
x-ui/web/service/tgbot.go:780.18,781.26 1 0
x-ui/web/service/tgbot.go:782.18,783.30 1 0
x-ui/web/service/tgbot.go:783.30,785.12 1 0
x-ui/web/service/tgbot.go:786.18,787.49 1 0
x-ui/web/service/tgbot.go:790.9,790.42 1 0
x-ui/web/service/tgbot.go:790.42,793.10 2 0
x-ui/web/service/tgbot.go:794.9,794.34 1 0
x-ui/web/service/tgbot.go:794.34,797.10 2 0
x-ui/web/service/tgbot.go:799.8,828.14 3 0
x-ui/web/service/tgbot.go:831.22,857.94 2 0
x-ui/web/service/tgbot.go:858.24,859.29 1 0
x-ui/web/service/tgbot.go:859.29,861.21 2 0
x-ui/web/service/tgbot.go:861.21,863.20 2 0
x-ui/web/service/tgbot.go:863.20,865.23 2 0
x-ui/web/service/tgbot.go:865.23,870.10 4 0
x-ui/web/service/tgbot.go:871.9,871.27 1 0
x-ui/web/service/tgbot.go:871.27,875.10 3 0
x-ui/web/service/tgbot.go:877.9,877.35 1 0
x-ui/web/service/tgbot.go:877.35,878.59 1 0
x-ui/web/service/tgbot.go:878.59,880.11 1 0
x-ui/web/service/tgbot.go:880.16,882.11 1 0
x-ui/web/service/tgbot.go:883.15,885.10 1 0
x-ui/web/service/tgbot.go:888.8,889.23 2 0
x-ui/web/service/tgbot.go:889.23,891.9 1 0
x-ui/web/service/tgbot.go:892.8,892.22 1 0
x-ui/web/service/tgbot.go:892.22,896.9 3 0
x-ui/web/service/tgbot.go:899.6,900.73 2 0
x-ui/web/service/tgbot.go:901.25,902.29 1 0
x-ui/web/service/tgbot.go:902.29,905.21 3 0
x-ui/web/service/tgbot.go:905.21,906.31 1 0
x-ui/web/service/tgbot.go:906.31,908.23 2 0
x-ui/web/service/tgbot.go:908.23,909.21 1 0
x-ui/web/service/tgbot.go:910.18,911.26 1 0
x-ui/web/service/tgbot.go:912.18,913.30 1 0
x-ui/web/service/tgbot.go:913.30,915.12 1 0
x-ui/web/service/tgbot.go:916.18,917.49 1 0
x-ui/web/service/tgbot.go:920.9,920.42 1 0
x-ui/web/service/tgbot.go:920.42,923.10 2 0
x-ui/web/service/tgbot.go:924.9,924.34 1 0
x-ui/web/service/tgbot.go:924.34,927.10 2 0
x-ui/web/service/tgbot.go:929.8,958.14 3 0
x-ui/web/service/tgbot.go:961.6,962.73 2 0
x-ui/web/service/tgbot.go:963.35,967.31 4 0
x-ui/web/service/tgbot.go:967.31,968.55 1 0
x-ui/web/service/tgbot.go:968.55,970.8 1 0
x-ui/web/service/tgbot.go:970.13,972.8 1 0
x-ui/web/service/tgbot.go:973.12,975.7 1 0
x-ui/web/service/tgbot.go:976.6,980.20 4 0
x-ui/web/service/tgbot.go:980.20,983.7 2 0
x-ui/web/service/tgbot.go:984.6,985.20 2 0
x-ui/web/service/tgbot.go:985.20,988.7 2 0
x-ui/web/service/tgbot.go:990.6,991.97 2 0
x-ui/web/service/tgbot.go:992.36,993.29 1 0
x-ui/web/service/tgbot.go:993.29,996.21 3 0
x-ui/web/service/tgbot.go:996.21,997.31 1 0
x-ui/web/service/tgbot.go:997.31,999.23 2 0
x-ui/web/service/tgbot.go:999.23,1000.21 1 0
x-ui/web/service/tgbot.go:1001.18,1002.26 1 0
x-ui/web/service/tgbot.go:1003.18,1004.30 1 0
x-ui/web/service/tgbot.go:1004.30,1006.12 1 0
x-ui/web/service/tgbot.go:1007.18,1008.49 1 0
x-ui/web/service/tgbot.go:1011.9,1011.42 1 0
x-ui/web/service/tgbot.go:1011.42,1014.10 2 0
x-ui/web/service/tgbot.go:1015.9,1015.34 1 0
x-ui/web/service/tgbot.go:1015.34,1018.10 2 0
x-ui/web/service/tgbot.go:1020.8,1049.14 3 0
x-ui/web/service/tgbot.go:1052.21,1080.94 2 0
x-ui/web/service/tgbot.go:1081.23,1082.29 1 0
x-ui/web/service/tgbot.go:1082.29,1084.21 2 0
x-ui/web/service/tgbot.go:1084.21,1086.23 2 0
x-ui/web/service/tgbot.go:1086.23,1088.9 1 0
x-ui/web/service/tgbot.go:1089.8,1089.22 1 0
x-ui/web/service/tgbot.go:1089.22,1093.9 3 0
x-ui/web/service/tgbot.go:1096.6,1097.73 2 0
x-ui/web/service/tgbot.go:1098.24,1099.29 1 0
x-ui/web/service/tgbot.go:1099.29,1102.21 3 0
x-ui/web/service/tgbot.go:1102.21,1103.31 1 0
x-ui/web/service/tgbot.go:1103.31,1105.23 2 0
x-ui/web/service/tgbot.go:1105.23,1106.21 1 0
x-ui/web/service/tgbot.go:1107.18,1108.26 1 0
x-ui/web/service/tgbot.go:1109.18,1110.30 1 0
x-ui/web/service/tgbot.go:1110.30,1112.12 1 0
x-ui/web/service/tgbot.go:1113.18,1114.49 1 0
x-ui/web/service/tgbot.go:1117.9,1117.42 1 0
x-ui/web/service/tgbot.go:1117.42,1120.10 2 0
x-ui/web/service/tgbot.go:1121.9,1121.34 1 0
x-ui/web/service/tgbot.go:1121.34,1124.10 2 0
x-ui/web/service/tgbot.go:1126.8,1155.14 3 0
x-ui/web/service/tgbot.go:1158.6,1159.73 2 0
x-ui/web/service/tgbot.go:1160.34,1161.29 1 0
x-ui/web/service/tgbot.go:1161.29,1164.7 2 0
x-ui/web/service/tgbot.go:1166.6,1168.20 3 0
x-ui/web/service/tgbot.go:1168.20,1171.7 2 0
x-ui/web/service/tgbot.go:1172.6,1173.20 2 0
x-ui/web/service/tgbot.go:1173.20,1176.7 2 0
x-ui/web/service/tgbot.go:1178.6,1179.97 2 0
x-ui/web/service/tgbot.go:1180.35,1181.29 1 0
x-ui/web/service/tgbot.go:1181.29,1184.21 3 0
x-ui/web/service/tgbot.go:1184.21,1185.31 1 0
x-ui/web/service/tgbot.go:1185.31,1187.23 2 0
x-ui/web/service/tgbot.go:1187.23,1188.21 1 0
x-ui/web/service/tgbot.go:1189.18,1190.26 1 0
x-ui/web/service/tgbot.go:1191.18,1192.30 1 0
x-ui/web/service/tgbot.go:1192.30,1194.12 1 0
x-ui/web/service/tgbot.go:1195.18,1196.49 1 0
x-ui/web/service/tgbot.go:1199.9,1199.42 1 0
x-ui/web/service/tgbot.go:1199.42,1202.10 2 0
x-ui/web/service/tgbot.go:1203.9,1203.34 1 0
x-ui/web/service/tgbot.go:1203.34,1206.10 2 0
x-ui/web/service/tgbot.go:1208.8,1237.14 3 0
x-ui/web/service/tgbot.go:1240.22,1249.94 2 0
x-ui/web/service/tgbot.go:1250.24,1252.20 2 0
x-ui/web/service/tgbot.go:1252.20,1255.7 2 0
x-ui/web/service/tgbot.go:1255.12,1257.7 1 0
x-ui/web/service/tgbot.go:1258.19,1260.38 2 0
x-ui/web/service/tgbot.go:1261.20,1263.45 2 0
x-ui/web/service/tgbot.go:1264.24,1273.94 2 0
x-ui/web/service/tgbot.go:1274.26,1276.38 2 0
x-ui/web/service/tgbot.go:1276.38,1279.7 2 0
x-ui/web/service/tgbot.go:1280.6,1281.21 2 0
x-ui/web/service/tgbot.go:1281.21,1283.7 1 0
x-ui/web/service/tgbot.go:1284.6,1284.20 1 0
x-ui/web/service/tgbot.go:1284.20,1287.7 2 0
x-ui/web/service/tgbot.go:1287.12,1289.7 1 0
x-ui/web/service/tgbot.go:1290.26,1299.94 2 0
x-ui/web/service/tgbot.go:1300.28,1302.21 2 0
x-ui/web/service/tgbot.go:1302.21,1304.7 1 0
x-ui/web/service/tgbot.go:1305.6,1305.20 1 0
x-ui/web/service/tgbot.go:1305.20,1306.18 1 0
x-ui/web/service/tgbot.go:1306.18,1308.8 1 0
x-ui/web/service/tgbot.go:1308.13,1310.8 1 0
x-ui/web/service/tgbot.go:1311.7,1311.74 1 0
x-ui/web/service/tgbot.go:1312.12,1314.7 1 0
x-ui/web/service/tgbot.go:1315.24,1318.20 3 0
x-ui/web/service/tgbot.go:1318.20,1321.7 2 0
x-ui/web/service/tgbot.go:1322.6,1323.20 2 0
x-ui/web/service/tgbot.go:1323.20,1326.7 2 0
x-ui/web/service/tgbot.go:1327.6,1328.20 2 0
x-ui/web/service/tgbot.go:1328.20,1331.7 2 0
x-ui/web/service/tgbot.go:1332.6,1332.108 1 0
x-ui/web/service/tgbot.go:1333.26,1353.20 18 0
x-ui/web/service/tgbot.go:1353.20,1356.7 2 0
x-ui/web/service/tgbot.go:1357.6,1359.20 3 0
x-ui/web/service/tgbot.go:1359.20,1362.7 2 0
x-ui/web/service/tgbot.go:1364.6,1365.20 2 0
x-ui/web/service/tgbot.go:1365.20,1368.7 2 0
x-ui/web/service/tgbot.go:1370.6,1370.67 1 0
x-ui/web/service/tgbot.go:1372.5,1372.11 1 0
x-ui/web/service/tgbot.go:1376.4,1376.24 1 0
x-ui/web/service/tgbot.go:1377.24,1379.19 2 0
x-ui/web/service/tgbot.go:1379.19,1383.6 2 0
x-ui/web/service/tgbot.go:1384.5,1385.81 2 0
x-ui/web/service/tgbot.go:1393.2,1394.22 2 0
x-ui/web/service/tgbot.go:1394.22,1396.3 1 0
x-ui/web/service/tgbot.go:1398.2,1398.28 1 0
x-ui/web/service/tgbot.go:1399.19,1401.27 2 0
x-ui/web/service/tgbot.go:1402.23,1404.65 2 0
x-ui/web/service/tgbot.go:1405.18,1407.49 2 0
x-ui/web/service/tgbot.go:1408.22,1410.25 2 0
x-ui/web/service/tgbot.go:1411.20,1413.23 2 0
x-ui/web/service/tgbot.go:1414.21,1416.30 2 0
x-ui/web/service/tgbot.go:1417.24,1420.37 3 0
x-ui/web/service/tgbot.go:1421.25,1423.75 2 0
x-ui/web/service/tgbot.go:1424.17,1426.26 2 0
x-ui/web/service/tgbot.go:1427.25,1429.64 2 0
x-ui/web/service/tgbot.go:1430.18,1432.74 2 0
x-ui/web/service/tgbot.go:1433.20,1452.17 17 0
x-ui/web/service/tgbot.go:1452.17,1455.4 2 0
x-ui/web/service/tgbot.go:1456.3,1457.79 2 0
x-ui/web/service/tgbot.go:1458.37,1467.62 5 0
x-ui/web/service/tgbot.go:1468.34,1477.62 5 0
x-ui/web/service/tgbot.go:1478.39,1487.62 5 0
x-ui/web/service/tgbot.go:1488.39,1497.62 5 0
x-ui/web/service/tgbot.go:1498.39,1507.62 5 0
x-ui/web/service/tgbot.go:1508.39,1538.91 2 0
x-ui/web/service/tgbot.go:1539.35,1565.91 2 0
x-ui/web/service/tgbot.go:1566.40,1594.91 2 0
x-ui/web/service/tgbot.go:1595.33,1601.36 6 0
x-ui/web/service/tgbot.go:1602.27,1605.103 3 0
x-ui/web/service/tgbot.go:1606.40,1609.17 3 0
x-ui/web/service/tgbot.go:1609.17,1612.4 2 0
x-ui/web/service/tgbot.go:1613.3,1614.17 2 0
x-ui/web/service/tgbot.go:1614.17,1617.4 2 0
x-ui/web/service/tgbot.go:1618.3,1619.107 2 0
x-ui/web/service/tgbot.go:1620.37,1623.17 3 0
x-ui/web/service/tgbot.go:1623.17,1626.4 2 0
x-ui/web/service/tgbot.go:1627.3,1628.17 2 0
x-ui/web/service/tgbot.go:1628.17,1631.4 2 0
x-ui/web/service/tgbot.go:1632.3,1633.107 2 0
x-ui/web/service/tgbot.go:1634.35,1637.17 3 0
x-ui/web/service/tgbot.go:1637.17,1640.4 2 0
x-ui/web/service/tgbot.go:1640.9,1643.4 2 0
x-ui/web/service/tgbot.go:1644.34,1647.17 3 0
x-ui/web/service/tgbot.go:1647.17,1650.4 2 0
x-ui/web/service/tgbot.go:1650.9,1653.4 2 0
x-ui/web/service/tgbot.go:1654.35,1656.103 2 0
x-ui/web/service/tgbot.go:1657.28,1666.83 2 0
x-ui/web/service/tgbot.go:1667.30,1670.17 3 0
x-ui/web/service/tgbot.go:1670.17,1673.4 2 0
x-ui/web/service/tgbot.go:1675.3,1675.32 1 0
x-ui/web/service/tgbot.go:1675.32,1677.18 2 0
x-ui/web/service/tgbot.go:1677.18,1680.5 2 0
x-ui/web/service/tgbot.go:1680.10,1683.5 2 0
x-ui/web/service/tgbot.go:1686.3,1686.96 1 0
x-ui/web/service/tgbot.go:1687.41,1691.17 3 0
x-ui/web/service/tgbot.go:1691.17,1694.4 2 0
x-ui/web/service/tgbot.go:1695.3,1696.17 2 0
x-ui/web/service/tgbot.go:1696.17,1699.4 2 0
x-ui/web/service/tgbot.go:1701.3,1701.45 1 0
x-ui/web/service/tgbot.go:1701.45,1703.18 2 0
x-ui/web/service/tgbot.go:1703.18,1707.13 4 0
x-ui/web/service/tgbot.go:1709.4,1709.22 1 0
x-ui/web/service/tgbot.go:1709.22,1712.13 3 0
x-ui/web/service/tgbot.go:1715.4,1716.62 2 0
x-ui/web/service/tgbot.go:1718.3,1718.45 1 0
x-ui/web/service/tgbot.go:1718.45,1722.4 2 0
x-ui/web/service/tgbot.go:1725.26,1728.32 3 0
x-ui/web/service/tgbot.go:1730.33,1733.29 3 0
x-ui/web/service/tgbot.go:1735.34,1738.30 3 0
x-ui/web/service/tgbot.go:1740.26,1744.51 4 0
x-ui/web/service/tgbot.go:1746.32,1750.57 4 0
x-ui/web/service/tgbot.go:1752.22,1756.47 4 0
x-ui/web/service/tgbot.go:1758.32,1762.57 4 0
x-ui/web/service/tgbot.go:1764.30,1767.40 3 0
x-ui/web/service/tgbot.go:1769.29,1774.17 5 0
x-ui/web/service/tgbot.go:1774.17,1776.4 1 0
x-ui/web/service/tgbot.go:1778.28,1781.73 3 0
x-ui/web/service/tgbot.go:1783.23,1795.224 4 0
x-ui/web/service/tgbot.go:1797.31,1804.13 4 0
x-ui/web/service/tgbot.go:1804.13,1808.18 3 0
x-ui/web/service/tgbot.go:1808.18,1811.5 1 0
x-ui/web/service/tgbot.go:1811.10,1814.5 1 0
x-ui/web/service/tgbot.go:1817.30,1822.69 3 0
x-ui/web/service/tgbot.go:1824.23,1827.74 2 0
x-ui/web/service/tgbot.go:1830.21,1832.35 2 0
x-ui/web/service/tgbot.go:1834.25,1837.59 2 0
x-ui/web/service/tgbot.go:1837.59,1848.4 3 0
x-ui/web/service/tgbot.go:1850.29,1853.59 2 0
x-ui/web/service/tgbot.go:1853.59,1857.14 4 0
x-ui/web/service/tgbot.go:1857.14,1859.19 2 0
x-ui/web/service/tgbot.go:1859.19,1861.6 1 0
x-ui/web/service/tgbot.go:1861.11,1863.6 1 0
x-ui/web/service/tgbot.go:1867.28,1870.9 3 0
x-ui/web/service/tgbot.go:1874.111,1882.28 6 0
x-ui/web/service/tgbot.go:1882.28,1884.3 1 0
x-ui/web/service/tgbot.go:1884.8,1884.26 1 0
x-ui/web/service/tgbot.go:1884.26,1886.3 1 0
x-ui/web/service/tgbot.go:1886.8,1886.34 1 0
x-ui/web/service/tgbot.go:1886.34,1888.3 1 0
x-ui/web/service/tgbot.go:1888.8,1890.3 1 0
x-ui/web/service/tgbot.go:1892.2,1893.25 2 0
x-ui/web/service/tgbot.go:1893.25,1895.3 1 0
x-ui/web/service/tgbot.go:1895.8,1897.3 1 0
x-ui/web/service/tgbot.go:1899.2,1900.25 2 0
x-ui/web/service/tgbot.go:1900.25,1902.3 1 0
x-ui/web/service/tgbot.go:1902.8,1904.3 1 0
x-ui/web/service/tgbot.go:1906.2,1906.18 1 0
x-ui/web/service/tgbot.go:1907.32,1908.266 1 0
x-ui/web/service/tgbot.go:1910.20,1911.278 1 0
x-ui/web/service/tgbot.go:1913.25,1914.278 1 0
x-ui/web/service/tgbot.go:1916.10,1917.44 1 0
x-ui/web/service/tgbot.go:1920.2,1920.21 1 0
x-ui/web/service/tgbot.go:1923.79,1926.18 2 0
x-ui/web/service/tgbot.go:1927.19,1942.177 1 0
x-ui/web/service/tgbot.go:1944.19,1959.173 1 0
x-ui/web/service/tgbot.go:1961.20,1975.168 1 0
x-ui/web/service/tgbot.go:1977.25,1992.183 1 0
x-ui/web/service/tgbot.go:1994.10,1995.44 1 0
x-ui/web/service/tgbot.go:1998.2,1998.24 1 0
x-ui/web/service/tgbot.go:2001.49,2004.16 2 0
x-ui/web/service/tgbot.go:2004.16,2007.3 2 0
x-ui/web/service/tgbot.go:2009.2,2010.16 2 0
x-ui/web/service/tgbot.go:2010.16,2013.3 2 0
x-ui/web/service/tgbot.go:2015.2,2020.54 2 0
x-ui/web/service/tgbot.go:2023.34,2024.35 1 0
x-ui/web/service/tgbot.go:2024.35,2025.22 1 0
x-ui/web/service/tgbot.go:2025.22,2027.4 1 0
x-ui/web/service/tgbot.go:2029.2,2029.14 1 0
x-ui/web/service/tgbot.go:2032.68,2077.13 4 0
x-ui/web/service/tgbot.go:2077.13,2079.3 1 0
x-ui/web/service/tgbot.go:2079.8,2081.3 1 0
x-ui/web/service/tgbot.go:2082.2,2082.44 1 0
x-ui/web/service/tgbot.go:2085.93,2086.16 1 0
